nct,interv,int_type,intervn,cnt1_int,cnt2_int_type
NCT01499667,Drug: Fingolimod,Drug, Fingolimod,2,2
NCT01499667,Drug: Placebo,Drug, Placebo,2,2
NCT01499849,Drug: Rolapitant,Drug, Rolapitant,3,3
NCT01499849,Drug: Granisetron,Drug, Granisetron,3,3
NCT01499849,Drug: dexamethasone,Drug, dexamethasone,3,3
NCT01500083,Drug: Bendamustine at a dose of 100 mg/m2,Drug, Bendamustine at a dose of 100 mg/m2,2,2
NCT01500083,Drug: Bendamustine at a dose of 120 mg/m2,Drug, Bendamustine at a dose of 120 mg/m2,2,2
NCT01500109,Drug: Oral acetaminophen,Drug, Oral acetaminophen,3,3
NCT01500109,Drug: Ofirmev®,Drug, Ofirmev®,3,3
NCT01500109,Drug: Opioid only,Drug, Opioid only,3,3
NCT01500213,Drug: Rolapitant,Drug, Rolapitant,3,3
NCT01500213,Drug: Granisetron,Drug, Granisetron,3,3
NCT01500213,Drug: Dexamethasone,Drug, Dexamethasone,3,3
NCT01500226,Drug: Rolapitant,Drug, Rolapitant,3,3
NCT01500226,Drug: Granisetron,Drug, Granisetron,3,3
NCT01500226,Drug: Dexamethasone,Drug, Dexamethasone,3,3
NCT01500317,Drug: Tapentadol,Drug, Tapentadol,3,3
NCT01500317,Drug: Oxycodone,Drug, Oxycodone,3,3
NCT01500317,Drug: Placebo,Drug, Placebo,3,3
NCT01500434,Device: PROMUS Element Coronary Stent System,Device, PROMUS Element Coronary Stent System,3,1
NCT01500434,Drug: Aspirin,Drug, Aspirin,3,2
NCT01500434,Drug: Thienopyridine,Drug, Thienopyridine,3,2
NCT01500720,Drug: Cabazitaxel,Drug, Cabazitaxel,2,2
NCT01500720,Drug: Topotecan,Drug, Topotecan,2,2
NCT01501110,Drug: N-acetylcysteine,Drug, N-acetylcysteine,1,1
NCT01501162,"Drug: hepatitis, alcohol, probiotics",Drug," hepatitis, alcohol, probiotics",2,2
NCT01501162,"Drug: alcohol, hepatitis, Placebo",Drug," alcohol, hepatitis, Placebo",2,2
NCT01502371,"Drug: Mometasone Furoate (MF) Metered Dose Inhaler (MDI), 25 mcg",Drug," Mometasone Furoate (MF) Metered Dose Inhaler (MDI), 25 mcg",6,6
NCT01502371,"Drug: Mometasone Furoate (MF) Metered Dose Inhaler (MDI), 50 mcg",Drug," Mometasone Furoate (MF) Metered Dose Inhaler (MDI), 50 mcg",6,6
NCT01502371,"Drug: Mometasone Furoate (MF) Metered Dose Inhaler (MDI), 100 mcg",Drug," Mometasone Furoate (MF) Metered Dose Inhaler (MDI), 100 mcg",6,6
NCT01502371,"Drug: Mometasone Furoate (MF) Dry Powder Inhaler (DPI), 100 mcg",Drug," Mometasone Furoate (MF) Dry Powder Inhaler (DPI), 100 mcg",6,6
NCT01502371,Drug: Placebo Metered Dose Inhaler (MDI),Drug, Placebo Metered Dose Inhaler (MDI),6,6
NCT01502371,Drug: Placebo Dry Powder Inhaler (DPI),Drug, Placebo Dry Powder Inhaler (DPI),6,6
NCT01502410,Drug: sorafenib tosylate,Drug, sorafenib tosylate,3,1
NCT01502410,Other: pharmacological study,Other, pharmacological study,3,2
NCT01502410,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,3,2
NCT01502787,Drug: Metoprolol succinate,Drug, Metoprolol succinate,7,3
NCT01502787,Drug: Nebivolol,Drug, Nebivolol,7,3
NCT01502787,Procedure: Forearm blood flow,Procedure, Forearm blood flow,7,4
NCT01502787,Procedure: Microneurography,Procedure, Microneurography,7,4
NCT01502787,Procedure: Rhythmic handgrip exercise,Procedure, Rhythmic handgrip exercise,7,4
NCT01502787,Procedure: Lower body negative pressure,Procedure, Lower body negative pressure,7,4
NCT01502787,Drug: Angiotensin II,Drug, Angiotensin II,7,3
NCT01503021,Drug: SFP,Drug, SFP,2,1
NCT01503021,Other: Placebo,Other, Placebo,2,1
NCT01503749,Drug: G-colony stimulating factor,Drug, G-colony stimulating factor,2,1
NCT01503749,Other: Infusion of the mobilized monocyte cells,Other, Infusion of the mobilized monocyte cells,2,1
NCT01505881,Drug: dabigatran etexilate low dose,Drug, dabigatran etexilate low dose,6,6
NCT01505881,Drug: warfarin 5mg,Drug, warfarin 5mg,6,6
NCT01505881,Drug: dabigatran etexilate intermediate dose,Drug, dabigatran etexilate intermediate dose,6,6
NCT01505881,Drug: warfarin 1mg,Drug, warfarin 1mg,6,6
NCT01505881,Drug: dabigatran etexilate high dose,Drug, dabigatran etexilate high dose,6,6
NCT01505881,Drug: warfarin 3mg,Drug, warfarin 3mg,6,6
NCT01506362,Drug: BL-7040,Drug, BL-7040,1,1
NCT01506726,Drug: Salsalate,Drug, Salsalate,2,2
NCT01506726,Drug: Placebo,Drug, Placebo,2,2
NCT01506882,Drug: Levetiracetam (LEV),Drug, Levetiracetam (LEV),1,1
NCT01506908,Drug: oral nicotine,Drug, oral nicotine,2,2
NCT01506908,Drug: Placebo,Drug, Placebo,2,2
NCT01507051,Drug: Warfarin (Coumadin),Drug, Warfarin (Coumadin),4,4
NCT01507051,"Drug: Rivaroxaban (Xarelto, BAY59-7939)",Drug," Rivaroxaban (Xarelto, BAY59-7939)",4,4
NCT01507051,Drug: Placebo,Drug, Placebo,4,4
NCT01507051,Drug: Vitamin K (Konakion),Drug, Vitamin K (Konakion),4,4
NCT01507220,Drug: morphine sulfate,Drug, morphine sulfate,2,2
NCT01507220,Drug: bupivacaine liposome extended-release injectable suspension,Drug, bupivacaine liposome extended-release injectable suspension,2,2
NCT01507233,Drug: IV morphine sulfate,Drug, IV morphine sulfate,2,2
NCT01507233,Drug: EXPAREL (bupivacaine liposome injectable suspension),Drug, EXPAREL (bupivacaine liposome injectable suspension),2,2
NCT01507246,Drug: IV morphine sulfate,Drug, IV morphine sulfate,2,2
NCT01507246,Drug: EXPAREL (bupivacaine liposome injectable suspension),Drug, EXPAREL (bupivacaine liposome injectable suspension),2,2
NCT01507831,Drug: Placebo (for alirocumab),Drug, Placebo (for alirocumab),3,3
NCT01507831,Drug: Alirocumab,Drug, Alirocumab,3,3
NCT01507831,Drug: Lipid-Modifying Therapy (LMT),Drug, Lipid-Modifying Therapy (LMT),3,3
NCT01508325,Drug: Bisoprolol,Drug, Bisoprolol,2,2
NCT01508325,Drug: Metoprolol,Drug, Metoprolol,2,2
NCT01508455,Drug: Dexmedetomidine,Drug, Dexmedetomidine,4,4
NCT01508455,Drug: Midazolam,Drug, Midazolam,4,4
NCT01508455,Drug: Fentanyl,Drug, Fentanyl,4,4
NCT01508455,Drug: Morphine,Drug, Morphine,4,4
NCT01508702,Drug: lesinurad,Drug, lesinurad,2,2
NCT01508702,Drug: Placebo,Drug, Placebo,2,2
NCT01508832,Drug: Lidocaine Digital Nerve Block,Drug, Lidocaine Digital Nerve Block,2,2
NCT01508832,Drug: Bupivacaine Digital Block,Drug, Bupivacaine Digital Block,2,2
NCT01509053,Drug: Aripiprazole (Abilify®) IM Depot Injection,Drug, Aripiprazole (Abilify®) IM Depot Injection,2,2
NCT01509053,Drug: Oral aripiprazole,Drug, Oral aripiprazole,2,2
NCT01509638,Drug: Group 1 Standard of Care,Drug, Group 1 Standard of Care,2,2
NCT01509638,Drug: Group 2 EXPAREL,Drug, Group 2 EXPAREL,2,2
NCT01509807,Drug: IV morphine sulfate or Sponsor-approved equivalent,Drug, IV morphine sulfate or Sponsor-approved equivalent,2,2
NCT01509807,Drug: EXPAREL,Drug, EXPAREL,2,2
NCT01510145,Drug: Travoprost 0.004% BAK-free,Drug, Travoprost 0.004% BAK-free,1,1
NCT01510327,Device: PROMUS Element Everolimus-Eluting Coronary Stent System,Device, PROMUS Element Everolimus-Eluting Coronary Stent System,3,1
NCT01510327,Drug: Aspirin,Drug, Aspirin,3,2
NCT01510327,Drug: Thienopyridine,Drug, Thienopyridine,3,2
NCT01510379,Device: Reletex,Device, Reletex,4,1
NCT01510379,Drug: IV ondansetron 4 mg q 6 hours for a total of 4 doses,Drug, IV ondansetron 4 mg q 6 hours for a total of 4 doses,4,3
NCT01510379,Drug: IV promethazine 25 mg q 6 hours prn,Drug, IV promethazine 25 mg q 6 hours prn,4,3
NCT01510379,Drug: Elixir promethazine 25 mg q 6 hours prn after discharge,Drug, Elixir promethazine 25 mg q 6 hours prn after discharge,4,3
NCT01510457,Drug: Milnacipran,Drug, Milnacipran,2,2
NCT01510457,Drug: Placebo,Drug, Placebo,2,2
NCT01510704,Drug: APD421,Drug, APD421,2,2
NCT01510704,Drug: Placebo,Drug, Placebo,2,2
NCT01510756,Drug: Sorafenib,Drug, Sorafenib,1,1
NCT01510912,Drug: Diclofenac,Drug, Diclofenac,1,1
NCT01511016,"Drug: Human recombinant leptin (""metreleptin"")",Drug," Human recombinant leptin (""metreleptin"")",2,2
NCT01511016,Drug: Placebo,Drug, Placebo,2,2
NCT01511315,Drug: Ustekinumab,Drug, Ustekinumab,1,1
NCT01511536,Drug: Cabazitaxel XRP6258,Drug, Cabazitaxel XRP6258,3,3
NCT01511536,Drug: Abiraterone acetate,Drug, Abiraterone acetate,3,3
NCT01511536,Drug: Prednisone 5 mg,Drug, Prednisone 5 mg,3,3
NCT01511809,Drug: Atazanavir/ritonavir monotherapy,Drug, Atazanavir/ritonavir monotherapy,1,1
NCT01511939,Drug: Pennsaid,Drug, Pennsaid,1,1
NCT01512108,Drug: liraglutide,Drug, liraglutide,2,2
NCT01512108,Drug: oral anti-diabetic drug,Drug, oral anti-diabetic drug,2,2
NCT01512160,Drug: PF-04531083,Drug, PF-04531083,8,3
NCT01512160,Other: Placebo,Other, Placebo,8,5
NCT01512160,Drug: PF-04531083,Drug, PF-04531083,8,3
NCT01512160,Other: Placebo,Other, Placebo,8,5
NCT01512160,Drug: Ibuprofen,Drug, Ibuprofen,8,3
NCT01512160,Other: Placebo,Other, Placebo,8,5
NCT01512160,Other: Placebo,Other, Placebo,8,5
NCT01512160,Other: Placebo,Other, Placebo,8,5
NCT01512849,Drug: TA-7284 Low,Drug, TA-7284 Low,2,2
NCT01512849,Drug: TA-7284 High,Drug, TA-7284 High,2,2
NCT01512979,Drug: metformin,Drug, metformin,4,4
NCT01512979,Drug: linagliptin,Drug, linagliptin,4,4
NCT01512979,Drug: metformin placebo,Drug, metformin placebo,4,4
NCT01512979,Drug: metformin placebo,Drug, metformin placebo,4,4
NCT01513122,Drug: Lopinavir / ritonavir + 2-3N(t)RTI,Drug, Lopinavir / ritonavir + 2-3N(t)RTI,2,2
NCT01513122,Drug: Lopinavir /ritonavir + raltegravir,Drug, Lopinavir /ritonavir + raltegravir,2,2
NCT01513317,Drug: Siltuximab,Drug, Siltuximab,3,3
NCT01513317,Drug: Placebo,Drug, Placebo,3,3
NCT01513317,Drug: Best supportive care (BSC),Drug, Best supportive care (BSC),3,3
NCT01513447,Drug: Intracutaneous injections,Drug, Intracutaneous injections,1,1
NCT01513460,Drug: NVA237 50µg once daily,Drug, NVA237 50µg once daily,4,4
NCT01513460,Drug: Tiotropium 18µg once daily,Drug, Tiotropium 18µg once daily,4,4
NCT01513460,Drug: Flu/Sal,Drug, Flu/Sal,4,4
NCT01513460,Drug: NVA237 placebo + Tiotropium placebo.,Drug, NVA237 placebo + Tiotropium placebo.,4,4
NCT01513473,Drug: insulin degludec,Drug, insulin degludec,3,3
NCT01513473,Drug: insulin detemir,Drug, insulin detemir,3,3
NCT01513473,Drug: insulin aspart,Drug, insulin aspart,3,3
NCT01513590,Drug: insulin degludec/insulin aspart,Drug, insulin degludec/insulin aspart,2,2
NCT01513590,Drug: insulin degludec/insulin aspart,Drug, insulin degludec/insulin aspart,2,2
NCT01514461,Drug: LCQ908,Drug, LCQ908,2,2
NCT01514461,Drug: Placebo,Drug, Placebo,2,2
NCT01514513,Drug: Licefreee Spray,Drug, Licefreee Spray,2,2
NCT01514513,Drug: 1% permethrin creme rinse,Drug, 1% permethrin creme rinse,2,2
NCT01514630,Drug: Creatine monohydrate,Drug, Creatine monohydrate,1,1
NCT01514734,Drug: Brinzolamide/timolol maleate fixed combination,Drug, Brinzolamide/timolol maleate fixed combination,1,1
NCT01514864,Drug: Dasatinib,Drug, Dasatinib,1,1
NCT01515306,Biological: ramucirumab (IMC-1121B),Biological, ramucirumab (IMC-1121B),2,1
NCT01515306,Drug: paclitaxel,Drug, paclitaxel,2,1
NCT01515345,Drug: prasugrel or ticagrelor,Drug, prasugrel or ticagrelor,2,2
NCT01515345,Drug: Clopidogrel,Drug, Clopidogrel,2,2
NCT01515410,Drug: DM-1992,Drug, DM-1992,2,2
NCT01515410,Drug: Sinemet IR,Drug, Sinemet IR,2,2
NCT01515540,Drug: lidocaine,Drug, lidocaine,2,2
NCT01515540,Drug: placebo,Drug, placebo,2,2
NCT01515566,Drug: Fentanyl,Drug, Fentanyl,4,1
NCT01515566,Other: Placebo,Other, Placebo,4,2
NCT01515566,Other: Walking Tests,Other, Walking Tests,4,2
NCT01515566,Behavioral: Questionnaires,Behavioral, Questionnaires,4,1
NCT01515657,Drug: PL2200 Aspirin Capsules,Drug, PL2200 Aspirin Capsules,3,3
NCT01515657,Drug: Immediate-Release Aspirin Tablets,Drug, Immediate-Release Aspirin Tablets,3,3
NCT01515657,Drug: Enteric-coated aspirin caplets,Drug, Enteric-coated aspirin caplets,3,3
NCT01515696,Drug: Gastrografin,Drug, Gastrografin,2,2
NCT01515696,Drug: Sterile water,Drug, Sterile water,2,2
NCT01515865,Drug: Midodrine HCl,Drug, Midodrine HCl,2,2
NCT01515865,Drug: Placebo,Drug, Placebo,2,2
NCT01515891,Drug: BIA 9-1067,Drug, BIA 9-1067,1,1
NCT01516008,Drug: Tapentadol IR 50 mg,Drug, Tapentadol IR 50 mg,3,3
NCT01516008,Drug: Tapentadol IR 75 mg,Drug, Tapentadol IR 75 mg,3,3
NCT01516008,Drug: Placebo,Drug, Placebo,3,3
NCT01516268,Drug: Sufentanyl,Drug, Sufentanyl,1,1
NCT01516749,Drug: anakinra,Drug, anakinra,1,1
NCT01516879,Biological: Evolocumab,Biological, Evolocumab,5,2
NCT01516879,Biological: Placebo,Biological, Placebo,5,2
NCT01516879,Drug: Atorvastatin,Drug, Atorvastatin,5,2
NCT01516879,Drug: Ezetimibe,Drug, Ezetimibe,5,2
NCT01516879,Other: Diet Only,Other, Diet Only,5,1
NCT01517074,Drug: Sirolimus,Drug, Sirolimus,1,1
NCT01517893,Drug: Simvastatin,Drug, Simvastatin,2,2
NCT01517893,Drug: Placebo,Drug, Placebo,2,2
NCT01518192,Drug: doxycycline,Drug, doxycycline,2,2
NCT01518192,Drug: cefuroxime axetil,Drug, cefuroxime axetil,2,2
NCT01518244,Drug: Brinzolamide/timolol maleate fixed combination,Drug, Brinzolamide/timolol maleate fixed combination,1,1
NCT01518257,Biological: botulinum toxin Type A,Biological, botulinum toxin Type A,2,1
NCT01518257,Drug: Normal Saline,Drug, Normal Saline,2,1
NCT01518946,Drug: Midodrine HCl,Drug, Midodrine HCl,2,2
NCT01518946,Drug: Placebo,Drug, Placebo,2,2
NCT01519089,"Drug: CP-690,550",Drug," CP-690,550",2,2
NCT01519089,"Drug: CP-690, 550",Drug," CP-690, 550",2,2
NCT01519167,Drug: Dexmedetomidine,Drug, Dexmedetomidine,3,3
NCT01519167,Drug: Midazolam,Drug, Midazolam,3,3
NCT01519167,Drug: Fentanyl,Drug, Fentanyl,3,3
NCT01519245,Drug: Tranexamic Acid,Drug, Tranexamic Acid,2,2
NCT01519245,Drug: normal saline,Drug, normal saline,2,2
NCT01519284,Drug: BIA 9-1067 5 mg,Drug, BIA 9-1067 5 mg,6,6
NCT01519284,Drug: Entacapone,Drug, Entacapone,6,6
NCT01519284,Drug: Placebo,Drug, Placebo,6,6
NCT01519284,Drug: levodopa/carbidopa,Drug, levodopa/carbidopa,6,6
NCT01519284,Drug: BIA 9-1067 15 mg,Drug, BIA 9-1067 15 mg,6,6
NCT01519284,Drug: BIA 9-1067 30 mg,Drug, BIA 9-1067 30 mg,6,6
NCT01519427,Drug: Akt inhibitor MK2206,Drug, Akt inhibitor MK2206,3,2
NCT01519427,Drug: selumetinib,Drug, selumetinib,3,2
NCT01519427,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,3,1
NCT01519518,Drug: unfractionated heparin,Drug, unfractionated heparin,2,2
NCT01519518,Drug: Bivalirudin,Drug, Bivalirudin,2,2
NCT01519661,Drug: TBM100,Drug, TBM100,1,1
NCT01519674,Drug: biphasic insulin aspart 30,Drug, biphasic insulin aspart 30,4,4
NCT01519674,Drug: biphasic insulin aspart 30,Drug, biphasic insulin aspart 30,4,4
NCT01519674,Drug: sitagliptin,Drug, sitagliptin,4,4
NCT01519674,Drug: metformin,Drug, metformin,4,4
NCT01519700,Drug: EP2006,Drug, EP2006,2,2
NCT01519700,Drug: Filgrastim,Drug, Filgrastim,2,2
NCT01519778,Drug: TR701 FA,Drug, TR701 FA,1,1
NCT01519921,Drug: peginterferon alfa-2a [Pegasys],Drug, peginterferon alfa-2a [Pegasys],1,1
NCT01520402,Drug: Warfarin,Drug, Warfarin,1,1
NCT01520727,Drug: BIA 9-1067,Drug, BIA 9-1067,2,2
NCT01520727,Drug: Placebo,Drug, Placebo,2,2
NCT01520909,Drug: Eltrombopag,Drug, Eltrombopag,2,2
NCT01520909,Drug: Placebo,Drug, Placebo,2,2
NCT01520922,Biological: Ofatumumab,Biological, Ofatumumab,2,1
NCT01520922,Drug: Bendamustine,Drug, Bendamustine,2,1
NCT01521364,Drug: Addition of different doses of clarithromycin.,Drug, Addition of different doses of clarithromycin.,1,1
NCT01521546,Drug: eplerenone,Drug, eplerenone,2,2
NCT01521546,Drug: placebo,Drug, placebo,2,2
NCT01521559,Procedure: Macular Laser Photocoagulation,Procedure, Macular Laser Photocoagulation,2,1
NCT01521559,Drug: Intravitreal Aflibercept Injection (IAI;EYLEA®;BAY86-5321),Drug, Intravitreal Aflibercept Injection (IAI;EYLEA®;BAY86-5321),2,1
NCT01521845,Drug: omega 3,Drug, omega 3,1,1
NCT01522456,Drug: Epiduo Gel,Drug, Epiduo Gel,2,2
NCT01522456,Drug: Retin-A Micro Microsphere 0.1%,Drug, Retin-A Micro Microsphere 0.1%,2,2
NCT01523301,Drug: Rotigotine,Drug, Rotigotine,2,2
NCT01523301,Drug: Placebo,Drug, Placebo,2,2
NCT01523366,Drug: Ticagrelor,Drug, Ticagrelor,2,2
NCT01523366,Drug: Clopidogrel,Drug, Clopidogrel,2,2
NCT01523392,Drug: Ticagrelor,Drug, Ticagrelor,2,2
NCT01523392,Drug: Clopidogrel,Drug, Clopidogrel,2,2
NCT01523587,Drug: afatinib,Drug, afatinib,2,2
NCT01523587,Drug: erlotinib,Drug, erlotinib,2,2
NCT01523886,Drug: Rocuronium,Drug, Rocuronium,2,2
NCT01523886,Drug: Rocuronium,Drug, Rocuronium,2,2
NCT01524198,Drug: Budesonide,Drug, Budesonide,2,2
NCT01524198,Drug: Normal saline,Drug, Normal saline,2,2
NCT01525173,Drug: 0.1% brimonidine tartrate ophthalmic solution,Drug, 0.1% brimonidine tartrate ophthalmic solution,4,4
NCT01525173,Drug: 0.01% bimatoprost ophthalmic solution,Drug, 0.01% bimatoprost ophthalmic solution,4,4
NCT01525173,Drug: 0.2% hypromellose lubricant eye drops,Drug, 0.2% hypromellose lubricant eye drops,4,4
NCT01525173,Drug: latanoprost 0.005% ophthalmic solution,Drug, latanoprost 0.005% ophthalmic solution,4,4
NCT01525225,Drug: Metformin immediate release (IR),Drug, Metformin immediate release (IR),5,5
NCT01525225,Drug: Saxagliptin,Drug, Saxagliptin,5,5
NCT01525225,Drug: Metformin IR,Drug, Metformin IR,5,5
NCT01525225,Drug: Saxagliptin/Metformin XR FDC,Drug, Saxagliptin/Metformin XR FDC,5,5
NCT01525225,Drug: Metformin XR,Drug, Metformin XR,5,5
NCT01525615,Device: Respimat inhaler,Device, Respimat inhaler,6,3
NCT01525615,Drug: tiotropium+olodaterol (low dose),Drug, tiotropium+olodaterol (low dose),6,3
NCT01525615,Drug: tiotropium + olodaterol (high dose),Drug, tiotropium + olodaterol (high dose),6,3
NCT01525615,Device: Respimat inhaler,Device, Respimat inhaler,6,3
NCT01525615,Device: Respimat inhaler,Device, Respimat inhaler,6,3
NCT01525615,Drug: placebo to tiotropium+olodaterol,Drug, placebo to tiotropium+olodaterol,6,3
NCT01525927,Drug: chemotherapy,Drug, chemotherapy,3,1
NCT01525927,Radiation: radiotherapy,Radiation, radiotherapy,3,2
NCT01525927,Radiation: Reduced dose radiotherapy,Radiation, Reduced dose radiotherapy,3,2
NCT01526148,Drug: Lithium,Drug, Lithium,2,2
NCT01526148,Drug: Quetiapine,Drug, Quetiapine,2,2
NCT01526213,Drug: Fexofenadine,Drug, Fexofenadine,1,1
NCT01526733,Drug: Sham Injection,Drug, Sham Injection,4,4
NCT01526733,Drug: Recombinant human hyaluronidase PH20,Drug, Recombinant human hyaluronidase PH20,4,4
NCT01526733,Drug: Insulin aspart,Drug, Insulin aspart,4,4
NCT01526733,Drug: Insulin lispro,Drug, Insulin lispro,4,4
NCT01526785,Drug: Alglucosidase alfa,Drug, Alglucosidase alfa,1,1
NCT01527006,Drug: perampanel,Drug, perampanel,1,1
NCT01527513,Drug: Eslicarbazepine acetate (BIA 2-093),Drug, Eslicarbazepine acetate (BIA 2-093),2,2
NCT01527513,Drug: Placebo,Drug, Placebo,2,2
NCT01527942,Drug: Acetaminophen,Drug, Acetaminophen,2,2
NCT01527942,Drug: Placebo,Drug, Placebo,2,2
NCT01528592,Drug: Carbidopa-Levodopa,Drug, Carbidopa-Levodopa,1,1
NCT01528891,Drug: Dexmedetomidine,Drug, Dexmedetomidine,2,1
NCT01528891,Other: Placebo,Other, Placebo,2,1
NCT01529203,Drug: Botulinum Toxin Type A (Azzalure),Drug, Botulinum Toxin Type A (Azzalure),2,1
NCT01529203,Device: Restylane ranges,Device, Restylane ranges,2,1
NCT01529515,Drug: PP3M 175 mg eq.,Drug, PP3M 175 mg eq.,5,5
NCT01529515,Drug: PP3M 263 mg eq.,Drug, PP3M 263 mg eq.,5,5
NCT01529515,Drug: PP3M 350 mg eq.,Drug, PP3M 350 mg eq.,5,5
NCT01529515,Drug: PP3M 525 mg eq.,Drug, PP3M 525 mg eq.,5,5
NCT01529515,Drug: Placebo (20% Intralipid emulsion),Drug, Placebo (20% Intralipid emulsion),5,5
NCT01529632,Drug: QVA149,Drug, QVA149,4,4
NCT01529632,Drug: NVA237,Drug, NVA237,4,4
NCT01529632,Drug: QAB149,Drug, QAB149,4,4
NCT01529632,Drug: Placebo,Drug, Placebo,4,4
NCT01530243,Drug: Placebo,Drug, Placebo,4,4
NCT01530243,Drug: Terazosine,Drug, Terazosine,4,4
NCT01530243,Drug: Tolterodine,Drug, Tolterodine,4,4
NCT01530243,Drug: Tolterodine + Terazosin,Drug, Tolterodine + Terazosin,4,4
NCT01530399,Drug: MDCO 1,Drug, MDCO 1,6,6
NCT01530399,Drug: MDCO 2,Drug, MDCO 2,6,6
NCT01530399,Drug: MDCO 3,Drug, MDCO 3,6,6
NCT01530399,Drug: MDCO 4,Drug, MDCO 4,6,6
NCT01530399,Drug: Tranexamic Acid,Drug, Tranexamic Acid,6,6
NCT01530399,Drug: Saline,Drug, Saline,6,6
NCT01530464,Drug: Aminophylline,Drug, Aminophylline,3,3
NCT01530464,Drug: Ambrisentan,Drug, Ambrisentan,3,3
NCT01530464,Drug: Aminophylline plus ambrisentan,Drug, Aminophylline plus ambrisentan,3,3
NCT01531205,Drug: Androgen Ablation,Drug, Androgen Ablation,5,5
NCT01531205,Drug: Cabazitaxel,Drug, Cabazitaxel,5,5
NCT01531205,Drug: Salvage Therapy,Drug, Salvage Therapy,5,5
NCT01531205,Drug: Neoadjuvant Treatment - Hormonal Therapy,Drug, Neoadjuvant Treatment - Hormonal Therapy,5,5
NCT01531205,Drug: Neoadjuvant Treatment - Cabazitaxel,Drug, Neoadjuvant Treatment - Cabazitaxel,5,5
NCT01531387,Drug: Hydroxyurea,Drug, Hydroxyurea,1,1
NCT01531998,Drug: Lenalidomide,Drug, Lenalidomide,5,4
NCT01531998,Drug: Bortezomib,Drug, Bortezomib,5,4
NCT01531998,Drug: Siltuximab,Drug, Siltuximab,5,4
NCT01531998,Drug: Dexamethasone,Drug, Dexamethasone,5,4
NCT01531998,Behavioral: Questionnaires,Behavioral, Questionnaires,5,1
NCT01532128,Drug: rasagiline,Drug, rasagiline,2,2
NCT01532128,Drug: BIA 9-1067,Drug, BIA 9-1067,2,2
NCT01532141,Drug: BIA 9-1067,Drug, BIA 9-1067,2,2
NCT01532141,Drug: Rasagiline,Drug, Rasagiline,2,2
NCT01532362,Drug: Apricoxib,Drug, Apricoxib,1,1
NCT01532414,Drug: Androxal,Drug, Androxal,2,2
NCT01532414,Drug: Placebo,Drug, Placebo,2,2
NCT01532635,Radiation: Total Body Irradiation (TBI),Radiation, Total Body Irradiation (TBI),6,1
NCT01532635,Biological: Donor Lymphocyte Infusion (DLI),Biological, Donor Lymphocyte Infusion (DLI),6,2
NCT01532635,Drug: Cyclophosphamide (CY),Drug, Cyclophosphamide (CY),6,3
NCT01532635,Drug: Tacrolimus,Drug, Tacrolimus,6,3
NCT01532635,Drug: Mycophenolate Mofetil (MMF),Drug, Mycophenolate Mofetil (MMF),6,3
NCT01532635,Biological: Hematopoietic Stem Cell Transplant (HSCT),Biological, Hematopoietic Stem Cell Transplant (HSCT),6,2
NCT01532869,Drug: Placebo,Drug, Placebo,3,3
NCT01532869,Drug: tocilizumab [RoActemra/Actemra],Drug, tocilizumab [RoActemra/Actemra],3,3
NCT01532869,Drug: tocilizumab [RoActemra/Actemra],Drug, tocilizumab [RoActemra/Actemra],3,3
NCT01533077,Drug: BIA 9-1067,Drug, BIA 9-1067,2,2
NCT01533077,Drug: Sinemet® 100/25 mg,Drug, Sinemet® 100/25 mg,2,2
NCT01533116,Drug: BIA 9-1067,Drug, BIA 9-1067,4,4
NCT01533116,Drug: Placebo,Drug, Placebo,4,4
NCT01533116,Drug: levodopa/carbidopa,Drug, levodopa/carbidopa,4,4
NCT01533116,Drug: levodopa/benserazide,Drug, levodopa/benserazide,4,4
NCT01533181,Other: Laboratory Biomarker Analysis,Other, Laboratory Biomarker Analysis,4,2
NCT01533181,Drug: Linsitinib,Drug, Linsitinib,4,2
NCT01533181,Other: Pharmacological Study,Other, Pharmacological Study,4,2
NCT01533181,Drug: Topotecan Hydrochloride,Drug, Topotecan Hydrochloride,4,2
NCT01533246,Drug: linsitinib,Drug, linsitinib,2,1
NCT01533246,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,2,1
NCT01533259,Drug: Stribild,Drug, Stribild,1,1
NCT01533428,Drug: Capsaicin 8%,Drug, Capsaicin 8%,2,2
NCT01533428,Drug: Placebo,Drug, Placebo,2,2
NCT01533493,Drug: Placebo,Drug, Placebo,3,3
NCT01533493,Drug: Memantine Hydrochloride,Drug, Memantine Hydrochloride,3,3
NCT01533493,Drug: OROS-Methylphenidate,Drug, OROS-Methylphenidate,3,3
NCT01533597,Drug: Solifenacin,Drug, Solifenacin,2,2
NCT01533597,Drug: Solifenacin plus Tamsulosin,Drug, Solifenacin plus Tamsulosin,2,2
NCT01533753,Drug: Gabapentin,Drug, Gabapentin,2,2
NCT01533753,Drug: Venlafaxine,Drug, Venlafaxine,2,2
NCT01533922,Drug: Placebo,Drug, Placebo,6,5
NCT01533922,Drug: Tiotropium,Drug, Tiotropium,6,5
NCT01533922,Drug: Olodaterol,Drug, Olodaterol,6,5
NCT01533922,Drug: tiotropium + olodaterol,Drug, tiotropium + olodaterol,6,5
NCT01533922,Drug: Tiotropium + Olodaterol,Drug, Tiotropium + Olodaterol,6,5
NCT01533922,Device: Respimat,Device, Respimat,6,1
